"","SampleName","Well","Reef","Site","Habitat","Pale","Group","Temperature","PAR","ETR","QY"
"2562","LI S5",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1385.86,136.8102,0.25
"2563","LI S5",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1506.47,128.9733,0.21
"2564","LI S5",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1627.08,121.0006,0.19
"2565","LI S5",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1747.69,120.4251,0.17
"2566","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,59.15,12.445,0.53
"2567","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,179.76,31.3729,0.44
"2568","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,300.37,50.5125,0.42
"2569","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,420.98,69.6858,0.41
"2570","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,541.59,87.1937,0.4
"2571","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,662.2,100.6552,0.38
"2572","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,782.81,110.8069,0.35
"2573","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,903.42,116.3883,0.32
"2574","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1024.03,117.1423,0.29
"2575","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1144.64,119.0416,0.26
"2576","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1265.25,117.5162,0.23
"2577","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1385.86,120.0083,0.22
"2578","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1506.47,114.1933,0.19
"2579","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1627.08,102.9528,0.16
"2580","LI S5",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1747.69,101.8708,0.15
"2581","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,59.15,9.6769,0.41
"2582","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,179.76,19.8182,0.28
"2583","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,300.37,28.7401,0.24
"2584","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,420.98,37.3686,0.22
"2585","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,541.59,44.2769,0.2
"2586","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,662.2,48.9306,0.18
"2587","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,782.81,52.224,0.17
"2588","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,903.42,50.5829,0.14
"2589","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1024.03,48.6927,0.12
"2590","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1144.64,47.6778,0.1
"2591","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1265.25,41.2249,0.08
"2592","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1385.86,43.6881,0.08
"2593","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1506.47,39.2687,0.07
"2594","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1627.08,33.5086,0.05
"2595","LI S5",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1747.69,26.9559,0.04
"2596","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,59.15,8.1912,0.35
"2597","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,179.76,14.8899,0.21
"2598","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,300.37,17.3352,0.14
"2599","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,420.98,21.633,0.13
"2600","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,541.59,23.6036,0.11
"2601","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,662.2,22.119,0.08
"2602","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,782.81,29.4293,0.09
"2603","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,903.42,25.4299,0.07
"2604","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1024.03,23.8113,0.06
"2605","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1144.64,24.2842,0.05
"2606","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1265.25,22.464,0.04
"2607","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1385.86,24.1158,0.04
"2608","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1506.47,23.4873,0.04
"2609","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1627.08,20.3367,0.03
"2610","LI S5",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1747.69,18.7862,0.03
"2611","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,59.15,14.2043,0.6
"2612","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,179.76,36.8279,0.51
"2613","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,300.37,55.9185,0.47
"2614","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,420.98,72.6771,0.43
"2615","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,541.59,87.1223,0.4
"2616","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,662.2,95.8501,0.36
"2617","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,782.81,107.0294,0.34
"2618","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,903.42,112.3752,0.31
"2619","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1024.03,113.353,0.28
"2620","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1144.64,112.633,0.25
"2621","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1265.25,113.3375,0.22
"2622","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1385.86,121.0685,0.22
"2623","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1506.47,110.5687,0.18
"2624","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1627.08,96.0495,0.15
"2625","LI S6",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1747.69,103.6743,0.15
"2626","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,59.15,12.9378,0.55
"2627","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,179.76,33.6343,0.47
"2628","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,300.37,52.7229,0.44
"2629","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,420.98,70.7197,0.42
"2630","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,541.59,84.331,0.39
"2631","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,662.2,93.64,0.35
"2632","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,782.81,107.1962,0.34
"2633","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,903.42,109.1522,0.3
"2634","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1024.03,109.0123,0.27
"2635","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1144.64,107.176,0.23
"2636","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1265.25,110.1008,0.22
"2637","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1385.86,117.2654,0.21
"2638","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1506.47,101.8213,0.17
"2639","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1627.08,82.1674,0.13
"2640","LI S6",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1747.69,86.904,0.12
"2641","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,59.15,10.2301,0.43
"2642","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,179.76,24.6653,0.34
"2643","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,300.37,40.0064,0.33
"2644","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,420.98,56.3267,0.33
"2645","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,541.59,69.897,0.32
"2646","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,662.2,82.3682,0.31
"2647","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,782.81,93.0348,0.3
"2648","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,903.42,101.4436,0.28
"2649","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1024.03,102.8026,0.25
"2650","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1144.64,112.7725,0.25
"2651","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1265.25,110.8099,0.22
"2652","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1385.86,119.2336,0.22
"2653","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1506.47,111.5008,0.19
"2654","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1627.08,111.3447,0.17
"2655","LI S6",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1747.69,107.8669,0.15
"2656","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,59.15,10.0122,0.42
"2657","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,179.76,21.2525,0.3
"2658","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,300.37,34.0365,0.28
"2659","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,420.98,48.1977,0.29
"2660","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,541.59,60.4539,0.28
"2661","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,662.2,72.0475,0.27
"2662","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,782.81,82.8691,0.26
"2663","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,903.42,90.7082,0.25
"2664","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1024.03,95.8595,0.23
"2665","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1144.64,100.0521,0.22
"2666","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1265.25,102.3453,0.2
"2667","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1385.86,105.3973,0.19
"2668","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1506.47,104.2805,0.17
"2669","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1627.08,95.8723,0.15
"2670","LI S6",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1747.69,96.4638,0.14
"2671","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,59.15,7.7862,0.33
"2672","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,179.76,13.0067,0.18
"2673","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,300.37,16.798,0.14
"2674","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,420.98,21.1941,0.13
"2675","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,541.59,25.4427,0.12
"2676","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,662.2,27.1255,0.1
"2677","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,782.81,35.3567,0.11
"2678","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,903.42,37.4492,0.1
"2679","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1024.03,31.3708,0.08
"2680","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1144.64,32.4368,0.07
"2681","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1265.25,38.3769,0.08
"2682","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1385.86,40.3779,0.07
"2683","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1506.47,31.896,0.05
"2684","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1627.08,23.67,0.04
"2685","LI S6",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,1747.69,29.0604,0.04
"2686","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,59.15,6.7949,0.29
"2687","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,179.76,9.6199,0.13
"2688","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,300.37,9.8278,0.08
"2689","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,420.98,10.7089,0.06
"2690","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,541.59,11.7523,0.05
"2691","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,662.2,8.063,0.03
"2692","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,782.81,9.8793,0.03
"2693","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,903.42,8.7463,0.02
"2694","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1024.03,6.4189,0.02
"2695","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1144.64,3.5659,0.01
"2696","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1265.25,7.1726,0.01
"2697","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1385.86,13.2565,0.02
"2698","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1506.47,5.271,0.01
"2699","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1627.08,-3.0249,0
"2700","LI S6",6,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",36.5,1747.69,2.3379,0
"2701","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,59.15,14.5408,0.61
"2702","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,179.76,39.7891,0.55
"2703","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,300.37,61.914,0.52
"2704","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,420.98,82.2884,0.49
"2705","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,541.59,97.8406,0.45
"2706","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,662.2,109.6667,0.41
"2707","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,782.81,121.4669,0.39
"2708","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,903.42,124.1201,0.34
"2709","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1024.03,131.3049,0.32
"2710","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1144.64,127.0321,0.28
"2711","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1265.25,130.8355,0.26
"2712","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1385.86,131.8657,0.24
"2713","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1506.47,124.1916,0.21
"2714","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1627.08,112.5913,0.17
"2715","LI S7",1,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",23.5,1747.69,111.8659,0.16
"2716","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,59.15,13.7523,0.58
"2717","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,179.76,39.006,0.54
"2718","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,300.37,61.5684,0.51
"2719","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,420.98,82.0309,0.49
"2720","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,541.59,97.93,0.45
"2721","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,662.2,108.3099,0.41
"2722","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,782.81,117.1852,0.37
"2723","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,903.42,117.2483,0.32
"2724","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1024.03,118.8113,0.29
"2725","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1144.64,114.1235,0.25
"2726","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1265.25,111.8775,0.22
"2727","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1385.86,119.2274,0.22
"2728","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1506.47,106.3835,0.18
"2729","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1627.08,99.6722,0.15
"2730","LI S7",2,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",25.3,1747.69,101.0515,0.14
"2731","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,59.15,10.2709,0.43
"2732","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,179.76,30.754,0.43
"2733","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,300.37,49.6371,0.41
"2734","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,420.98,71.8979,0.43
"2735","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,541.59,85.8076,0.4
"2736","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,662.2,94.2637,0.36
"2737","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,782.81,101.4418,0.32
"2738","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,903.42,103.1924,0.29
"2739","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1024.03,103.7924,0.25
"2740","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1144.64,98.8218,0.22
"2741","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1265.25,93.8996,0.19
"2742","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1385.86,99.9715,0.18
"2743","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1506.47,94.7061,0.16
"2744","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1627.08,82.3041,0.13
"2745","LI S7",3,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",28.5,1747.69,80.6425,0.12
"2746","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,59.15,12.6921,0.54
"2747","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,179.76,33.7735,0.47
"2748","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,300.37,53.3431,0.44
"2749","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,420.98,71.1044,0.42
"2750","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,541.59,86.0994,0.4
"2751","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,662.2,95.1408,0.36
"2752","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,782.81,103.0395,0.33
"2753","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,903.42,105.9222,0.29
"2754","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1024.03,103.7663,0.25
"2755","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1144.64,101.2472,0.22
"2756","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1265.25,103.2883,0.2
"2757","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1385.86,105.0736,0.19
"2758","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1506.47,98.6487,0.16
"2759","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1627.08,87.6767,0.13
"2760","LI S7",4,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",32.2,1747.69,85.046,0.12
"2761","LI S7",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,59.15,10.5522,0.45
"2762","LI S7",5,"Low Isles","Back of boat slope to Woody Isle","Reef slope","FALSE","Low Isles slope",35.6,179.76,22.7719,0.32
